t_measurement,t_report,device_id,signal_name,value
1717236567.6592790,1717236557.6592800,device1,energy export,52.0
1717236567.6628210,1717236557.6628215,device1,energy import,12.0
1717236567.6643934,1717236557.6643937,device2,energy import,3.0
1717236577.6762843,1717236567.6762860,device1,energy export,65.0
1717236577.6813276,1717236567.6813280,device1,energy import,10.0
1717236577.6834774,1717236567.6834780,device2,energy export,88.0
1717236577.6851242,1717236567.6851244,device2,energy import,1.0
1717236587.6966320,1717236577.6966336,device2,energy export,83.0
1717236607.7114298,1717236597.7114320,device1,energy import,10.0
1717236607.7148771,1717236597.7148778,device2,energy export,90.0
1717236607.7166235,1717236597.7166238,device2,energy import,2.0
1717236617.7285380,1717236607.7285395,device1,energy export,68.0
1717236617.7331529,1717236607.7331529,device1,energy import,16.0
1717236627.7453020,1717236617.7453034,device1,energy export,64.0
1717236637.7596810,1717236627.7596830,device1,energy export,58.0
1717236637.7643310,1717236627.7643318,device1,energy import,12.0
1717236637.7662790,1717236627.7662790,device2,energy export,84.0
1717236647.7767453,1717236637.7767465,device1,energy export,53.0
1717236647.7813890,1717236637.7813892,device2,energy export,89.0
1717236647.7839850,1717236637.7839851,device2,energy import,10.0
1717236677.8173366,1717236667.8173382,device2,energy import,9.0
1717236687.8310735,1717236677.8310750,device1,energy export,60.0
1717236687.8349416,1717236677.8349428,device1,energy import,12.0
1717236687.8366625,1717236677.8366628,device2,energy export,81.0
1717236707.8586595,1717236697.8586612,device1,energy export,68.0
1717236707.8625348,1717236697.8625357,device1,energy import,10.0
1717236707.8642344,1717236697.8642350,device2,energy export,82.0
1717236717.8714820,1717236707.8714830,device2,energy export,81.0
1717236727.8863056,1717236717.8863065,device1,energy import,11.0
1717236727.8911330,1717236717.8911347,device2,energy export,88.0
1717236737.9037690,1717236727.9037704,device1,energy export,50.0
1717236737.9080691,1717236727.9080696,device2,energy import,10.0
1717236747.9211695,1717236737.9211710,device1,energy import,19.0
1717236747.9263010,1717236737.9263012,device2,energy export,88.0
1717236747.9284627,1717236737.9284627,device2,energy import,9.0
1717236757.9407504,1717236747.9407520,device1,energy import,18.0
1717236767.9562410,1717236757.9562423,device1,energy export,68.0
1717236767.9609969,1717236757.9609976,device1,energy import,13.0
1717236767.9628136,1717236757.9628140,device2,energy import,5.0
1717236777.9744618,1717236767.9744632,device1,energy export,62.0
1717236787.9815395,1717236777.9815404,device1,energy export,65.0
1717236797.9915752,1717236787.9915774,device2,energy export,88.0
1717236808.0061927,1717236798.0061940,device2,energy import,4.0
1717236828.0221650,1717236818.0221663,device1,energy export,55.0
1717236838.0368278,1717236828.0368290,device1,energy import,13.0
1717236848.0503980,1717236838.0503998,device2,energy export,83.0
1717236858.0569754,1717236848.0569766,device2,energy export,82.0
1717236868.0704750,1717236858.0704765,device2,energy export,83.0
1717236868.0741180,1717236858.0741189,device2,energy import,5.0
1717236878.0860627,1717236868.0860643,device1,energy import,20.0
1717236878.0893330,1717236868.0893335,device2,energy import,0.0
1717236888.0970216,1717236878.0970225,device2,energy export,87.0
1717236898.1103098,1717236888.1103108,device1,energy export,70.0
1717236898.1130214,1717236888.1130226,device2,energy import,2.0
1717236908.1257105,1717236898.1257120,device1,energy export,62.0
1717236908.1291683,1717236898.1291690,device2,energy import,1.0
1717236918.1411977,1717236908.1411986,device1,energy export,61.0
1717236918.1447105,1717236908.1447113,device1,energy import,20.0
1717236918.1464179,1717236908.1464183,device2,energy export,84.0
1717236918.1482322,1717236908.1482327,device2,energy import,2.0
1717236928.1609151,1717236918.1609168,device1,energy export,57.0
1717236928.1641116,1717236918.1641119,device2,energy import,7.0
1717236938.1748135,1717236928.1748145,device2,energy export,89.0
1717236938.1773806,1717236928.1773810,device2,energy import,9.0
1717236948.1890523,1717236938.1890538,device1,energy export,57.0
1717236948.1933560,1717236938.1933565,device1,energy import,19.0
1717236948.1953523,1717236938.1953537,device2,energy export,82.0
1717236948.1971369,1717236938.1971370,device2,energy import,7.0
1717236958.2006423,1717236948.2006430,device2,energy import,6.0
1717236968.2142932,1717236958.2142942,device1,energy import,12.0
1717236968.2175750,1717236958.2175758,device2,energy import,1.0
1717236978.2295492,1717236968.2295500,device1,energy export,65.0
1717236978.2330291,1717236968.2330296,device1,energy import,10.0
1717236988.2449760,1717236978.2449768,device1,energy export,62.0
1717236988.2473743,1717236978.2473750,device2,energy import,5.0
1717236998.2590306,1717236988.2590320,device1,energy export,50.0
1717236998.2626133,1717236988.2626138,device1,energy import,14.0
1717237008.2699428,1717236998.2699466,device1,energy import,12.0
1717237018.2844288,1717237008.2844303,device1,energy export,60.0
1717237018.2888340,1717237008.2888350,device1,energy import,18.0
1717237018.2905085,1717237008.2905087,device2,energy import,2.0
1717237028.3021470,1717237018.3021480,device1,energy export,51.0
1717237028.3060290,1717237018.3060296,device1,energy import,16.0
1717237028.3076007,1717237018.3076010,device2,energy import,4.0
1717237038.3102405,1717237028.3102417,device1,energy import,14.0
1717237038.3133638,1717237028.3133645,device2,energy export,87.0
1717237048.3247160,1717237038.3247175,device1,energy export,53.0
1717237048.3273268,1717237038.3273277,device1,energy import,12.0
1717237058.3401031,1717237048.3401048,device1,energy export,68.0
1717237058.3438208,1717237048.3438213,device1,energy import,11.0
1717237058.3456664,1717237048.3456666,device2,energy import,7.0
1717237068.3571750,1717237058.3571763,device1,energy export,53.0
1717237068.3604898,1717237058.3604903,device1,energy import,17.0
1717237068.3619192,1717237058.3619194,device2,energy export,82.0
1717237078.3738110,1717237068.3738122,device1,energy export,57.0
1717237088.3802023,1717237078.3802035,device1,energy export,63.0
1717237088.3833685,1717237078.3833692,device2,energy export,84.0
1717237098.3903120,1717237088.3903134,device1,energy import,15.0
1717237098.3939910,1717237088.3939920,device2,energy export,90.0
1717237108.4058645,1717237098.4058654,device2,energy export,82.0
1717237108.4090860,1717237098.4090867,device2,energy import,10.0
1717237118.4208407,1717237108.4208420,device1,energy export,57.0
1717237118.4257033,1717237108.4257040,device1,energy import,11.0
1717237118.4282107,1717237108.4282110,device2,energy import,4.0
1717237128.4405985,1717237118.4405994,device1,energy import,19.0
1717237128.4431965,1717237118.4431973,device2,energy export,84.0
1717237128.4445120,1717237118.4445124,device2,energy import,0.0
1717237138.4557524,1717237128.4557533,device2,energy export,81.0
1717237138.4583876,1717237128.4583883,device2,energy import,1.0
1717237148.4701688,1717237138.4701703,device2,energy export,89.0
1717237148.4748352,1717237138.4748360,device2,energy import,5.0
1717237158.4866815,1717237148.4866831,device1,energy export,63.0
1717237158.4896050,1717237148.4896057,device2,energy export,87.0
1717237168.5019114,1717237158.5019130,device1,energy export,67.0
1717237168.5060220,1717237158.5060225,device2,energy export,84.0
1717237178.5177996,1717237168.5178008,device1,energy export,54.0
1717237188.5317442,1717237178.5317452,device1,energy export,68.0
1717237188.5353239,1717237178.5353243,device2,energy import,4.0
1717237198.5371957,1717237188.5371976,device1,energy export,69.0
1717237198.5396683,1717237188.5396690,device1,energy import,13.0
1717237208.5513940,1717237198.5513960,device1,energy export,52.0
1717237208.5557716,1717237198.5557728,device1,energy import,20.0
1717237218.5679455,1717237208.5679471,device1,energy import,19.0
1717237228.5798170,1717237218.5798187,device2,energy export,81.0
1717237228.5826788,1717237218.5826793,device2,energy import,0.0
1717237238.5902312,1717237228.5902330,device1,energy export,64.0
1717237238.5943090,1717237228.5943093,device1,energy import,10.0
1717237238.5960698,1717237228.5960700,device2,energy import,5.0
1717237248.6034086,1717237238.6034098,device1,energy export,50.0
1717237248.6060133,1717237238.6060140,device2,energy export,84.0
1717237248.6074936,1717237238.6074939,device2,energy import,8.0
1717237258.6098094,1717237248.6098106,device1,energy export,53.0
1717237258.6123018,1717237248.6123025,device2,energy export,84.0
1717237258.6139116,1717237248.6139123,device2,energy import,2.0
1717237268.6260848,1717237258.6260860,device1,energy export,56.0
1717237268.6292052,1717237258.6292057,device2,energy export,88.0
1717237278.6409574,1717237268.6409585,device1,energy export,69.0
1717237288.6486359,1717237278.6486375,device1,energy export,66.0
1717237288.6516416,1717237278.6516423,device2,energy export,82.0
1717237298.6612482,1717237288.6612506,device1,energy export,69.0
1717237308.6747258,1717237298.6747270,device2,energy export,81.0
1717237308.6786032,1717237298.6786040,device2,energy import,5.0
1717237318.6905823,1717237308.6905832,device1,energy export,58.0
1717237318.6934187,1717237308.6934195,device2,energy export,85.0
1717237328.6986935,1717237318.6986954,device1,energy import,16.0
1717237338.7102299,1717237328.7102308,device1,energy import,18.0
1717237338.7130666,1717237328.7130673,device2,energy export,84.0
1717237348.7248170,1717237338.7248185,device1,energy export,57.0
1717237348.7286978,1717237338.7286990,device2,energy export,82.0
1717237348.7315927,1717237338.7315936,device2,energy import,3.0
1717237358.7444222,1717237348.7444234,device1,energy import,12.0
1717237358.7489636,1717237348.7489645,device2,energy export,89.0
1717237358.7510712,1717237348.7510717,device2,energy import,5.0
1717237368.7583497,1717237358.7583506,device1,energy export,64.0
1717237368.7617524,1717237358.7617528,device1,energy import,18.0
1717237368.7634770,1717237358.7634773,device2,energy import,7.0
1717237378.7726510,1717237368.7726524,device1,energy export,53.0
1717237378.7757970,1717237368.7757978,device1,energy import,12.0
1717237378.7774887,1717237368.7774894,device2,energy export,86.0
1717237388.7894762,1717237378.7894770,device1,energy import,11.0
1717237388.7926626,1717237378.7926633,device2,energy export,90.0
1717237398.7981565,1717237388.7981572,device1,energy import,16.0
1717237408.8104900,1717237398.8104916,device1,energy export,70.0
1717237408.8147497,1717237398.8147504,device1,energy import,13.0
1717237408.8170147,1717237398.8170154,device2,energy import,7.0
1717237418.8278062,1717237408.8278070,device1,energy import,17.0
1717237418.8320632,1717237408.8320640,device2,energy import,7.0
1717237428.8440520,1717237418.8440528,device1,energy export,66.0
1717237428.8466220,1717237418.8466225,device2,energy export,84.0
1717237438.8491370,1717237428.8491385,device1,energy export,60.0
1717237438.8523230,1717237428.8523235,device2,energy export,87.0
1717237448.8639166,1717237438.8639185,device1,energy export,67.0
1717237448.8678253,1717237438.8678262,device1,energy import,10.0
1717237448.8696756,1717237438.8696764,device2,energy import,4.0
1717237458.8810160,1717237448.8810167,device1,energy export,70.0
1717237468.8891735,1717237458.8891750,device2,energy export,89.0
1717237478.8989413,1717237468.8989420,device1,energy import,18.0
1717237478.9019290,1717237468.9019294,device2,energy import,4.0
1717237488.9089797,1717237478.9089813,device1,energy import,16.0
1717237488.9113078,1717237478.9113083,device2,energy export,86.0
1717237508.9290655,1717237498.9290667,device1,energy export,54.0
1717237508.9330814,1717237498.9330833,device1,energy import,14.0
1717237518.9390025,1717237508.9390037,device1,energy import,17.0
1717237528.9491465,1717237518.9491480,device1,energy export,65.0
1717237528.9518497,1717237518.9518507,device2,energy export,80.0
1717237548.9692395,1717237538.9692420,device1,energy export,65.0
1717237548.9735470,1717237538.9735480,device1,energy import,14.0
1717237548.9761300,1717237538.9761302,device2,energy export,82.0
1717237548.9781945,1717237538.9781950,device2,energy import,8.0
1717237558.9877250,1717237548.9877267,device1,energy export,64.0
1717237558.9912920,1717237548.9912925,device1,energy import,16.0
1717237569.0006492,1717237559.0006523,device1,energy import,17.0
1717237569.0045970,1717237559.0045974,device2,energy import,1.0
1717237579.0092123,1717237569.0092132,device1,energy export,62.0
1717237579.0120182,1717237569.0120187,device1,energy import,10.0
1717237589.0191689,1717237579.0191696,device1,energy export,70.0
1717237589.0224018,1717237579.0224025,device1,energy import,20.0
1717237589.0239823,1717237579.0239830,device2,energy import,6.0
1717237599.0292080,1717237589.0292106,device1,energy import,16.0
1717237599.0322520,1717237589.0322530,device2,energy import,8.0
1717237609.0415561,1717237599.0415570,device2,energy import,0.0
1717237619.0546942,1717237609.0546951,device2,energy export,88.0
1717237619.0584333,1717237609.0584340,device2,energy import,7.0
1717237629.0690022,1717237619.0690053,device1,energy export,59.0
1717237629.0720315,1717237619.0720322,device1,energy import,20.0
1717237629.0735831,1717237619.0735838,device2,energy export,87.0
1717237639.0789053,1717237629.0789060,device1,energy export,63.0
1717237639.0817318,1717237629.0817325,device2,energy export,88.0
1717237639.0830839,1717237629.0830840,device2,energy import,8.0
1717237649.0946808,1717237639.0946825,device2,energy export,88.0
1717237649.0988667,1717237639.0988688,device2,energy import,6.0
1717237659.1113200,1717237649.1113220,device1,energy import,17.0
1717237659.1154647,1717237649.1154652,device2,energy import,2.0
1717237669.1275005,1717237659.1275020,device1,energy import,20.0
1717237679.1415160,1717237669.1415176,device2,energy export,83.0
1717237689.1542400,1717237679.1542410,device1,energy export,58.0
1717237689.1571357,1717237679.1571364,device2,energy import,1.0
1717237699.1696792,1717237689.1696800,device1,energy export,53.0
1717237699.1723928,1717237689.1723940,device2,energy export,81.0
1717237709.1846192,1717237699.1846213,device1,energy export,58.0
1717237709.1875794,1717237699.1875803,device2,energy export,86.0
1717237709.1898140,1717237699.1898146,device2,energy import,6.0
1717237719.2015903,1717237709.2015913,device1,energy import,15.0
1717237719.2045164,1717237709.2045171,device2,energy export,86.0
1717237729.2166073,1717237719.2166083,device1,energy export,70.0
1717237729.2202010,1717237719.2202015,device1,energy import,17.0
1717237729.2218301,1717237719.2218304,device2,energy export,82.0
1717237739.2291320,1717237729.2291334,device1,energy export,58.0
1717237739.2324884,1717237729.2324890,device1,energy import,13.0
1717237749.2445960,1717237739.2445970,device1,energy export,51.0
1717237749.2481222,1717237739.2481230,device1,energy import,10.0
1717237749.2506870,1717237739.2506876,device2,energy export,90.0
1717237759.2590792,1717237749.2590810,device1,energy export,55.0
1717237759.2624147,1717237749.2624152,device1,energy import,16.0
1717237769.2691462,1717237759.2691472,device1,energy import,18.0
1717237779.2827182,1717237769.2827208,device1,energy import,20.0
1717237779.2851634,1717237769.2851644,device2,energy export,85.0
1717237779.2864652,1717237769.2864660,device2,energy import,8.0
1717237799.3080688,1717237789.3080702,device1,energy export,60.0
1717237799.3109982,1717237789.3109994,device2,energy import,5.0
1717237809.3230667,1717237799.3230684,device1,energy export,55.0
1717237809.3279128,1717237799.3279135,device1,energy import,18.0
1717237819.3408897,1717237809.3408906,device1,energy export,54.0
1717237819.3448956,1717237809.3448958,device2,energy export,81.0
1717237829.3492405,1717237819.3492415,device1,energy export,70.0
1717237829.3520982,1717237819.3520987,device1,energy import,13.0
1717237829.3532405,1717237819.3532407,device2,energy export,90.0
1717237839.3592644,1717237829.3592650,device1,energy export,60.0
1717237839.3629296,1717237829.3629313,device1,energy import,13.0
1717237839.3646195,1717237829.3646200,device2,energy export,81.0
1717237849.3692498,1717237839.3692505,device2,energy import,6.0
1717237859.3816218,1717237849.3816228,device1,energy import,12.0
1717237859.3849960,1717237849.3849964,device2,energy export,84.0
1717237869.3968272,1717237859.3968284,device2,energy import,5.0
1717237879.4108398,1717237869.4108412,device1,energy export,52.0
1717237879.4146335,1717237869.4146338,device1,energy import,19.0
1717237879.4167497,1717237869.4167502,device2,energy import,4.0
1717237889.4287891,1717237879.4287910,device1,energy export,59.0
1717237889.4330900,1717237879.4330910,device2,energy import,0.0
1717237899.4533393,1717237889.4533408,device1,energy export,58.0
1717237899.4566681,1717237889.4566690,device1,energy import,15.0
1717237909.4687710,1717237899.4687740,device1,energy export,69.0
1717237909.4727595,1717237899.4727612,device2,energy export,81.0
1717237909.4748285,1717237899.4748287,device2,energy import,9.0
1717237919.4872570,1717237909.4872587,device1,energy import,11.0
1717237929.5016444,1717237919.5016453,device1,energy export,64.0
1717237929.5053506,1717237919.5053508,device1,energy import,10.0
1717237929.5071075,1717237919.5071075,device2,energy export,88.0
1717237939.5185933,1717237929.5185940,device1,energy import,17.0
1717237949.5294354,1717237939.5294363,device1,energy import,20.0
1717237949.5327330,1717237939.5327337,device2,energy export,82.0
1717237949.5342543,1717237939.5342550,device2,energy import,4.0
1717237959.5454192,1717237949.5454202,device1,energy import,20.0
1717237969.5585644,1717237959.5585651,device1,energy export,63.0
1717237969.5608635,1717237959.5608640,device1,energy import,15.0
1717237969.5622950,1717237959.5622960,device2,energy export,84.0
1717237979.5739474,1717237969.5739486,device1,energy export,52.0
1717237989.5878510,1717237979.5878527,device2,energy export,90.0
1717237999.6020844,1717237989.6020856,device2,energy export,88.0
1717238009.6125228,1717237999.6125250,device1,energy export,54.0
1717238009.6154650,1717237999.6154654,device2,energy export,87.0
1717238019.6193643,1717238009.6193670,device1,energy export,64.0
1717238019.6224330,1717238009.6224334,device2,energy import,4.0
1717238029.6335087,1717238019.6335099,device2,energy export,83.0
1717238029.6375582,1717238019.6375604,device2,energy import,10.0
1717238039.6390617,1717238029.6390630,device1,energy export,56.0
1717238039.6413380,1717238029.6413386,device1,energy import,11.0
1717238039.6427438,1717238029.6427443,device2,energy import,8.0
1717238049.6540837,1717238039.6540856,device1,energy export,51.0
1717238049.6579065,1717238039.6579075,device1,energy import,13.0
1717238059.6698992,1717238049.6699000,device2,energy export,84.0
1717238069.6835540,1717238059.6835554,device2,energy export,81.0
1717238069.6871934,1717238059.6871943,device2,energy import,4.0
1717238079.6981510,1717238069.6981528,device2,energy import,5.0
1717238089.7112586,1717238079.7112598,device1,energy import,19.0
1717238089.7150161,1717238079.7150185,device2,energy export,82.0
1717238099.7272810,1717238089.7272818,device1,energy export,54.0
1717238099.7299454,1717238089.7299457,device2,energy export,80.0
1717238109.7411510,1717238099.7411518,device1,energy export,69.0
1717238109.7443566,1717238099.7443570,device1,energy import,10.0
1717238119.7561490,1717238109.7561500,device1,energy import,14.0
1717238119.7588549,1717238109.7588556,device2,energy import,0.0
1717238129.7702587,1717238119.7702594,device1,energy export,69.0
1717238129.7732565,1717238119.7732573,device1,energy import,14.0
1717238129.7749267,1717238119.7749276,device2,energy import,0.0
1717238139.7868650,1717238129.7868662,device1,energy export,63.0
1717238139.7908268,1717238129.7908273,device1,energy import,18.0
1717238149.7994125,1717238139.7994134,device1,energy import,14.0
1717238149.8017383,1717238139.8017387,device2,energy export,90.0
1717238159.8095484,1717238149.8095500,device2,energy export,86.0
1717238179.8298085,1717238169.8298097,device1,energy export,65.0
1717238179.8335125,1717238169.8335125,device2,energy import,9.0
1717238189.8397260,1717238179.8397276,device1,energy export,68.0
1717238189.8430614,1717238179.8430626,device1,energy import,13.0
1717238199.8548195,1717238189.8548224,device2,energy import,1.0
1717238209.8689592,1717238199.8689609,device2,energy export,82.0
1717238219.8797088,1717238209.8797097,device1,energy import,11.0
1717238219.8824115,1717238209.8824120,device2,energy import,0.0
1717238229.8939010,1717238219.8939018,device1,energy export,55.0
1717238229.8973804,1717238219.8973808,device1,energy import,18.0
1717238229.8993020,1717238219.8993025,device2,energy export,88.0
1717238239.9062307,1717238229.9062320,device1,energy import,19.0
1717238239.9088123,1717238229.9088128,device2,energy export,81.0
1717238249.9191532,1717238239.9191546,device1,energy export,58.0
1717238249.9229465,1717238239.9229470,device2,energy import,2.0
1717238259.9349158,1717238249.9349170,device1,energy export,55.0
1717238269.9485364,1717238259.9485378,device1,energy import,13.0
1717238279.9583023,1717238269.9583035,device1,energy export,58.0
1717238279.9619968,1717238269.9619970,device2,energy import,4.0
1717238289.9683251,1717238279.9683263,device2,energy export,83.0
1717238299.9723190,1717238289.9723200,device1,energy export,52.0
1717238299.9747548,1717238289.9747555,device2,energy export,88.0
1717238309.9784396,1717238299.9784408,device1,energy import,13.0
1717238319.9903626,1717238309.9903662,device1,energy export,63.0
1717238319.9945729,1717238309.9945745,device2,energy export,87.0
1717238319.9969864,1717238309.9969866,device2,energy import,6.0
1717238330.0092354,1717238320.0092375,device1,energy import,15.0
1717238330.0127656,1717238320.0127660,device2,energy import,3.0
1717238340.0242147,1717238330.0242164,device1,energy export,68.0
1717238340.0276175,1717238330.0276186,device2,energy export,87.0
1717238340.0295236,1717238330.0295248,device2,energy import,4.0
1717238350.0387282,1717238340.0387297,device1,energy export,62.0
1717238350.0427240,1717238340.0427244,device1,energy import,16.0
1717238360.0517712,1717238350.0517720,device1,energy import,11.0
1717238360.0550213,1717238350.0550215,device2,energy export,80.0
1717238360.0561604,1717238350.0561607,device2,energy import,3.0
1717238370.0586016,1717238360.0586026,device1,energy export,63.0
1717238380.0715148,1717238370.0715163,device1,energy export,60.0
1717238390.0855825,1717238380.0855837,device2,energy import,4.0
1717238400.0984266,1717238390.0984275,device1,energy export,58.0
1717238410.1088088,1717238400.1088100,device1,energy export,67.0
1717238410.1118252,1717238400.1118262,device2,energy export,88.0
1717238420.1238523,1717238410.1238542,device1,energy export,69.0
1717238420.1271832,1717238410.1271837,device1,energy import,19.0
1717238420.1284838,1717238410.1284840,device2,energy import,1.0
1717238430.1395168,1717238420.1395187,device1,energy export,55.0
1717238430.1425571,1717238420.1425576,device1,energy import,10.0
1717238440.1550078,1717238430.1550100,device1,energy import,11.0
1717238450.1700397,1717238440.1700406,device1,energy export,68.0
1717238450.1733294,1717238440.1733298,device2,energy export,85.0
1717238460.1787143,1717238450.1787170,device1,energy export,56.0
1717238460.1816208,1717238450.1816216,device2,energy import,7.0
1717238470.1921794,1717238460.1921806,device1,energy export,64.0
1717238470.1956112,1717238460.1956131,device2,energy export,81.0
1717238470.1973090,1717238460.1973095,device2,energy import,1.0
1717238490.2183187,1717238480.2183197,device1,energy export,57.0
1717238500.2250493,1717238490.2250502,device1,energy export,63.0
1717238500.2284663,1717238490.2284665,device2,energy export,89.0
1717238500.2303610,1717238490.2303615,device2,energy import,0.0
1717238510.2422905,1717238500.2422922,device2,energy import,6.0
1717238520.2473905,1717238510.2473912,device1,energy export,65.0
1717238520.2498696,1717238510.2498705,device2,energy export,84.0
1717238530.2614946,1717238520.2614956,device1,energy export,68.0
1717238540.2691813,1717238530.2691827,device1,energy export,62.0
1717238540.2729855,1717238530.2729862,device2,energy import,0.0
1717238550.2853086,1717238540.2853100,device1,energy import,16.0
1717238550.2888887,1717238540.2888890,device2,energy export,82.0
1717238560.3009577,1717238550.3009608,device1,energy import,20.0
1717238560.3047538,1717238550.3047540,device2,energy import,0.0
1717238570.3166606,1717238560.3166616,device1,energy import,20.0
1717238570.3196018,1717238560.3196027,device2,energy export,83.0
1717238580.3283415,1717238570.3283422,device1,energy import,17.0
1717238580.3317947,1717238570.3317955,device2,energy export,83.0
1717238590.3383715,1717238580.3383727,device1,energy export,70.0
1717238590.3416790,1717238580.3416798,device1,energy import,18.0
1717238600.3509402,1717238590.3509412,device2,energy export,90.0
1717238600.3546278,1717238590.3546286,device2,energy import,5.0
1717238610.3665250,1717238600.3665261,device1,energy export,68.0
1717238610.3697371,1717238600.3697383,device2,energy import,2.0
1717238620.3819210,1717238610.3819222,device1,energy import,15.0
1717238620.3854964,1717238610.3854980,device2,energy export,89.0
1717238620.3873565,1717238610.3873570,device2,energy import,10.0
1717238630.3995752,1717238620.3995771,device1,energy export,53.0
1717238630.4028897,1717238620.4028910,device2,energy export,83.0
1717238640.4146347,1717238630.4146354,device1,energy export,70.0
1717238640.4179792,1717238630.4179797,device1,energy import,18.0
1717238640.4194515,1717238630.4194520,device2,energy export,80.0
1717238650.4307930,1717238640.4307940,device1,energy export,58.0
1717238650.4339616,1717238640.4339623,device1,energy import,20.0
1717238650.4357170,1717238640.4357173,device2,energy export,83.0
1717238650.4370220,1717238640.4370222,device2,energy import,4.0
1717238670.4583535,1717238660.4583545,device2,energy export,88.0
1717238680.4688692,1717238670.4688702,device1,energy export,64.0
1717238680.4718610,1717238670.4718616,device2,energy export,84.0
1717238680.4731102,1717238670.4731104,device2,energy import,6.0
1717238690.4784417,1717238680.4784443,device1,energy import,14.0
1717238690.4816108,1717238680.4816113,device2,energy export,87.0
1717238700.4930649,1717238690.4930665,device1,energy export,54.0
1717238700.4975584,1717238690.4975593,device2,energy export,90.0
1717238700.4996445,1717238690.4996448,device2,energy import,10.0
1717238710.5116240,1717238700.5116250,device2,energy export,81.0
1717238730.5279157,1717238720.5279170,device1,energy export,63.0
1717238740.5408487,1717238730.5408497,device1,energy export,61.0
1717238740.5436350,1717238730.5436360,device2,energy export,87.0
1717238740.5451648,1717238730.5451658,device2,energy import,10.0
1717238750.5567440,1717238740.5567467,device1,energy export,66.0
1717238750.5593410,1717238740.5593417,device2,energy export,84.0
1717238750.5612833,1717238740.5612843,device2,energy import,0.0
1717238760.5732590,1717238750.5732600,device1,energy export,50.0
1717238760.5753741,1717238750.5753746,device2,energy import,3.0
1717238770.5872986,1717238760.5873003,device1,energy export,55.0
1717238770.5922737,1717238760.5922742,device2,energy export,82.0
1717238780.6051433,1717238770.6051447,device2,energy import,4.0
1717238790.6195781,1717238780.6195793,device1,energy import,17.0
1717238810.6433418,1717238800.6433434,device1,energy import,17.0
1717238820.6576970,1717238810.6576986,device1,energy export,55.0
1717238820.6610363,1717238810.6610370,device2,energy export,82.0
1717238820.6624550,1717238810.6624553,device2,energy import,10.0
1717238830.6737547,1717238820.6737560,device1,energy import,17.0
1717238830.6765510,1717238820.6765516,device2,energy import,0.0
1717238840.6892474,1717238830.6892488,device1,energy import,10.0
1717238840.6933658,1717238830.6933663,device2,energy export,82.0
1717238840.6950310,1717238830.6950314,device2,energy import,3.0
1717238850.6996050,1717238840.6996062,device1,energy export,59.0
1717238850.7023098,1717238840.7023106,device2,energy import,4.0
1717238860.7088852,1717238850.7088869,device1,energy export,54.0
1717238870.7222010,1717238860.7222042,device2,energy export,87.0
1717238870.7252808,1717238860.7252812,device2,energy import,0.0
1717238880.7374818,1717238870.7374833,device1,energy import,19.0
1717238880.7405689,1717238870.7405694,device2,energy export,84.0
1717238890.7523587,1717238880.7523600,device1,energy import,12.0
1717238890.7578287,1717238880.7578290,device2,energy export,82.0
1717238890.7598226,1717238880.7598228,device2,energy import,2.0
1717238900.7715478,1717238890.7715495,device1,energy import,10.0
1717238910.7861304,1717238900.7861319,device1,energy export,51.0
1717238910.7901240,1717238900.7901250,device1,energy import,20.0
1717238910.7912824,1717238900.7912827,device2,energy export,83.0
1717238920.8025300,1717238910.8025308,device1,energy export,55.0
1717238920.8061085,1717238910.8061092,device2,energy export,88.0
1717238920.8081672,1717238910.8081677,device2,energy import,10.0
1717238930.8197350,1717238920.8197358,device2,energy export,84.0
1717238930.8231266,1717238920.8231273,device2,energy import,4.0
1717238940.8348067,1717238930.8348076,device2,energy export,88.0
1717238950.8477273,1717238940.8478065,device1,energy export,55.0
1717238950.8508968,1717238940.8508973,device1,energy import,19.0
1717238950.8519360,1717238940.8519363,device2,energy import,6.0
1717238960.8579264,1717238950.8579276,device1,energy export,54.0
1717238960.8613700,1717238950.8613708,device2,energy export,81.0
1717238960.8627822,1717238950.8627825,device2,energy import,6.0
1717238970.8740625,1717238960.8740642,device1,energy export,63.0
1717238970.8774748,1717238960.8774760,device1,energy import,10.0
1717238970.8794050,1717238960.8794053,device2,energy import,3.0
1717238980.8910196,1717238970.8910208,device1,energy import,18.0
1717238980.8959002,1717238970.8959010,device2,energy import,0.0
1717239000.9181450,1717238990.9181470,device1,energy export,60.0
1717239000.9223175,1717238990.9223180,device1,energy import,18.0
1717239000.9241505,1717238990.9241510,device2,energy import,5.0
1717239010.9356980,1717239000.9356990,device1,energy export,52.0
1717239020.9479760,1717239010.9479787,device1,energy import,12.0
1717239020.9511554,1717239010.9511560,device2,energy export,90.0
1717239030.9634578,1717239020.9634588,device1,energy import,13.0
1717239030.9672651,1717239020.9672656,device2,energy export,87.0
1717239030.9687836,1717239020.9687843,device2,energy import,10.0
1717239040.9802592,1717239030.9802606,device1,energy import,20.0
1717239040.9838610,1717239030.9838614,device2,energy export,80.0
1717239040.9858255,1717239030.9858258,device2,energy import,3.0
1717239050.9974887,1717239040.9974897,device2,energy export,83.0
1717239051.0007854,1717239041.0007860,device2,energy import,1.0
1717239061.0124133,1717239051.0124145,device2,energy import,9.0
1717239071.0260706,1717239061.0260720,device1,energy export,62.0
1717239071.0308335,1717239061.0308342,device2,energy import,4.0
1717239081.0430800,1717239071.0430813,device1,energy export,50.0
