key;value;topic;partition;offset;timestamp;timestampType
;"{t_measurement"": 1717236467.4970171, ""t_report"": 1717236457.4970176, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;459;2024-06-01T12:07:47.497+02:00;0
;"{t_measurement"": 1717236467.4992075, ""t_report"": 1717236457.4992082, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 9}""";mytopic;0;460;2024-06-01T12:07:47.499+02:00;0
;"{t_measurement"": 1717236477.511731, ""t_report"": 1717236467.5117316, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;461;2024-06-01T12:07:57.511+02:00;0
;"{t_measurement"": 1717236477.516075, ""t_report"": 1717236467.5160756, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 6}""";mytopic;0;462;2024-06-01T12:07:57.516+02:00;0
;"{t_measurement"": 1717236487.5296793, ""t_report"": 1717236477.5296805, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;463;2024-06-01T12:08:07.529+02:00;0
;"{t_measurement"": 1717236487.533332, ""t_report"": 1717236477.5333328, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 85}""";mytopic;0;464;2024-06-01T12:08:07.533+02:00;0
;"{t_measurement"": 1717236487.5357573, ""t_report"": 1717236477.5357578, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 6}""";mytopic;0;465;2024-06-01T12:08:07.535+02:00;0
;"{t_measurement"": 1717236497.547378, ""t_report"": 1717236487.547379, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 60}""";mytopic;0;466;2024-06-01T12:08:17.547+02:00;0
;"{t_measurement"": 1717236497.5500145, ""t_report"": 1717236487.5500152, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 11}""";mytopic;0;467;2024-06-01T12:08:17.550+02:00;0
;"{t_measurement"": 1717236497.5516636, ""t_report"": 1717236487.551664, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 86}""";mytopic;0;468;2024-06-01T12:08:17.551+02:00;0
;"{t_measurement"": 1717236497.5530627, ""t_report"": 1717236487.5530634, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 0}""";mytopic;0;469;2024-06-01T12:08:17.553+02:00;0
;"{t_measurement"": 1717236507.5652983, ""t_report"": 1717236497.5652995, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 65}""";mytopic;0;470;2024-06-01T12:08:27.565+02:00;0
;"{t_measurement"": 1717236507.5693552, ""t_report"": 1717236497.5693557, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 16}""";mytopic;0;471;2024-06-01T12:08:27.569+02:00;0
;"{t_measurement"": 1717236507.5713313, ""t_report"": 1717236497.571332, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 0}""";mytopic;0;472;2024-06-01T12:08:27.571+02:00;0
;"{t_measurement"": 1717236517.5834956, ""t_report"": 1717236507.583497, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 83}""";mytopic;0;473;2024-06-01T12:08:37.583+02:00;0
;"{t_measurement"": 1717236527.5973876, ""t_report"": 1717236517.59739, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;474;2024-06-01T12:08:47.597+02:00;0
;"{t_measurement"": 1717236537.6111324, ""t_report"": 1717236527.6111338, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 59}""";mytopic;0;475;2024-06-01T12:08:57.611+02:00;0
;"{t_measurement"": 1717236537.6146035, ""t_report"": 1717236527.6146047, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;476;2024-06-01T12:08:57.614+02:00;0
;"{t_measurement"": 1717236537.616422, ""t_report"": 1717236527.6164227, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 4}""";mytopic;0;477;2024-06-01T12:08:57.616+02:00;0
;"{t_measurement"": 1717236547.6283727, ""t_report"": 1717236537.6283746, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 59}""";mytopic;0;478;2024-06-01T12:09:07.628+02:00;0
;"{t_measurement"": 1717236547.6323822, ""t_report"": 1717236537.6323836, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 88}""";mytopic;0;479;2024-06-01T12:09:07.632+02:00;0
;"{t_measurement"": 1717236557.6446428, ""t_report"": 1717236547.6446445, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 2}""";mytopic;0;480;2024-06-01T12:09:17.644+02:00;0
;"{t_measurement"": 1717236567.659279, ""t_report"": 1717236557.65928, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 52}""";mytopic;0;481;2024-06-01T12:09:27.659+02:00;0
;"{t_measurement"": 1717236567.662821, ""t_report"": 1717236557.6628215, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;482;2024-06-01T12:09:27.662+02:00;0
;"{t_measurement"": 1717236567.6643934, ""t_report"": 1717236557.6643937, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 3}""";mytopic;0;483;2024-06-01T12:09:27.664+02:00;0
;"{t_measurement"": 1717236577.6762843, ""t_report"": 1717236567.676286, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 65}""";mytopic;0;484;2024-06-01T12:09:37.676+02:00;0
;"{t_measurement"": 1717236577.6813276, ""t_report"": 1717236567.681328, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;485;2024-06-01T12:09:37.681+02:00;0
;"{t_measurement"": 1717236577.6834774, ""t_report"": 1717236567.683478, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 88}""";mytopic;0;486;2024-06-01T12:09:37.683+02:00;0
;"{t_measurement"": 1717236577.6851242, ""t_report"": 1717236567.6851244, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 1}""";mytopic;0;487;2024-06-01T12:09:37.685+02:00;0
;"{t_measurement"": 1717236587.696632, ""t_report"": 1717236577.6966336, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 83}""";mytopic;0;488;2024-06-01T12:09:47.696+02:00;0
;"{t_measurement"": 1717236607.7114298, ""t_report"": 1717236597.711432, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;489;2024-06-01T12:10:07.711+02:00;0
;"{t_measurement"": 1717236607.7148771, ""t_report"": 1717236597.7148778, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 90}""";mytopic;0;490;2024-06-01T12:10:07.714+02:00;0
;"{t_measurement"": 1717236607.7166235, ""t_report"": 1717236597.7166238, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 2}""";mytopic;0;491;2024-06-01T12:10:07.716+02:00;0
;"{t_measurement"": 1717236617.728538, ""t_report"": 1717236607.7285395, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 68}""";mytopic;0;492;2024-06-01T12:10:17.728+02:00;0
;"{t_measurement"": 1717236617.7331529, ""t_report"": 1717236607.7331529, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 16}""";mytopic;0;493;2024-06-01T12:10:17.733+02:00;0
;"{t_measurement"": 1717236627.745302, ""t_report"": 1717236617.7453034, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 64}""";mytopic;0;494;2024-06-01T12:10:27.745+02:00;0
;"{t_measurement"": 1717236637.759681, ""t_report"": 1717236627.759683, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 58}""";mytopic;0;495;2024-06-01T12:10:37.759+02:00;0
;"{t_measurement"": 1717236637.764331, ""t_report"": 1717236627.7643318, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;496;2024-06-01T12:10:37.764+02:00;0
;"{t_measurement"": 1717236637.766279, ""t_report"": 1717236627.766279, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 84}""";mytopic;0;497;2024-06-01T12:10:37.766+02:00;0
;"{t_measurement"": 1717236647.7767453, ""t_report"": 1717236637.7767465, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 53}""";mytopic;0;498;2024-06-01T12:10:47.776+02:00;0
;"{t_measurement"": 1717236647.781389, ""t_report"": 1717236637.7813892, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 89}""";mytopic;0;499;2024-06-01T12:10:47.781+02:00;0
;"{t_measurement"": 1717236647.783985, ""t_report"": 1717236637.7839851, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;500;2024-06-01T12:10:47.784+02:00;0
;"{t_measurement"": 1717236677.8173366, ""t_report"": 1717236667.8173382, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 9}""";mytopic;0;501;2024-06-01T12:11:17.817+02:00;0
;"{t_measurement"": 1717236687.8310735, ""t_report"": 1717236677.831075, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 60}""";mytopic;0;502;2024-06-01T12:11:27.831+02:00;0
;"{t_measurement"": 1717236687.8349416, ""t_report"": 1717236677.8349428, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;503;2024-06-01T12:11:27.834+02:00;0
;"{t_measurement"": 1717236687.8366625, ""t_report"": 1717236677.8366628, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 81}""";mytopic;0;504;2024-06-01T12:11:27.836+02:00;0
;"{t_measurement"": 1717236707.8586595, ""t_report"": 1717236697.8586612, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 68}""";mytopic;0;505;2024-06-01T12:11:47.858+02:00;0
;"{t_measurement"": 1717236707.8625348, ""t_report"": 1717236697.8625357, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;506;2024-06-01T12:11:47.862+02:00;0
;"{t_measurement"": 1717236707.8642344, ""t_report"": 1717236697.864235, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 82}""";mytopic;0;507;2024-06-01T12:11:47.864+02:00;0
;"{t_measurement"": 1717236717.871482, ""t_report"": 1717236707.871483, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 81}""";mytopic;0;508;2024-06-01T12:11:57.871+02:00;0
;"{t_measurement"": 1717236727.8863056, ""t_report"": 1717236717.8863065, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 11}""";mytopic;0;509;2024-06-01T12:12:07.886+02:00;0
;"{t_measurement"": 1717236727.891133, ""t_report"": 1717236717.8911347, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 88}""";mytopic;0;510;2024-06-01T12:12:07.891+02:00;0
;"{t_measurement"": 1717236737.903769, ""t_report"": 1717236727.9037704, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 50}""";mytopic;0;511;2024-06-01T12:12:17.903+02:00;0
;"{t_measurement"": 1717236737.9080691, ""t_report"": 1717236727.9080696, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;512;2024-06-01T12:12:17.908+02:00;0
;"{t_measurement"": 1717236747.9211695, ""t_report"": 1717236737.921171, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 19}""";mytopic;0;513;2024-06-01T12:12:27.921+02:00;0
;"{t_measurement"": 1717236747.926301, ""t_report"": 1717236737.9263012, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 88}""";mytopic;0;514;2024-06-01T12:12:27.926+02:00;0
;"{t_measurement"": 1717236747.9284627, ""t_report"": 1717236737.9284627, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 9}""";mytopic;0;515;2024-06-01T12:12:27.928+02:00;0
;"{t_measurement"": 1717236757.9407504, ""t_report"": 1717236747.940752, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 18}""";mytopic;0;516;2024-06-01T12:12:37.940+02:00;0
;"{t_measurement"": 1717236767.956241, ""t_report"": 1717236757.9562423, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 68}""";mytopic;0;517;2024-06-01T12:12:47.956+02:00;0
;"{t_measurement"": 1717236767.9609969, ""t_report"": 1717236757.9609976, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 13}""";mytopic;0;518;2024-06-01T12:12:47.961+02:00;0
;"{t_measurement"": 1717236767.9628136, ""t_report"": 1717236757.962814, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 5}""";mytopic;0;519;2024-06-01T12:12:47.962+02:00;0
;"{t_measurement"": 1717236777.9744618, ""t_report"": 1717236767.9744632, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 62}""";mytopic;0;520;2024-06-01T12:12:57.974+02:00;0
;"{t_measurement"": 1717236787.9815395, ""t_report"": 1717236777.9815404, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 65}""";mytopic;0;521;2024-06-01T12:13:07.981+02:00;0
;"{t_measurement"": 1717236797.9915752, ""t_report"": 1717236787.9915774, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 88}""";mytopic;0;522;2024-06-01T12:13:17.991+02:00;0
;"{t_measurement"": 1717236808.0061927, ""t_report"": 1717236798.006194, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 4}""";mytopic;0;523;2024-06-01T12:13:28.006+02:00;0
;"{t_measurement"": 1717236828.022165, ""t_report"": 1717236818.0221663, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 55}""";mytopic;0;524;2024-06-01T12:13:48.022+02:00;0
;"{t_measurement"": 1717236838.0368278, ""t_report"": 1717236828.036829, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 13}""";mytopic;0;525;2024-06-01T12:13:58.036+02:00;0
;"{t_measurement"": 1717236848.050398, ""t_report"": 1717236838.0503998, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 83}""";mytopic;0;526;2024-06-01T12:14:08.050+02:00;0
;"{t_measurement"": 1717236858.0569754, ""t_report"": 1717236848.0569766, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 82}""";mytopic;0;527;2024-06-01T12:14:18.057+02:00;0
;"{t_measurement"": 1717236868.070475, ""t_report"": 1717236858.0704765, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 83}""";mytopic;0;528;2024-06-01T12:14:28.070+02:00;0
;"{t_measurement"": 1717236868.074118, ""t_report"": 1717236858.0741189, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 5}""";mytopic;0;529;2024-06-01T12:14:28.074+02:00;0
;"{t_measurement"": 1717236878.0860627, ""t_report"": 1717236868.0860643, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 20}""";mytopic;0;530;2024-06-01T12:14:38.086+02:00;0
;"{t_measurement"": 1717236878.089333, ""t_report"": 1717236868.0893335, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 0}""";mytopic;0;531;2024-06-01T12:14:38.089+02:00;0
;"{t_measurement"": 1717236888.0970216, ""t_report"": 1717236878.0970225, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 87}""";mytopic;0;532;2024-06-01T12:14:48.097+02:00;0
;"{t_measurement"": 1717236898.1103098, ""t_report"": 1717236888.1103108, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 70}""";mytopic;0;533;2024-06-01T12:14:58.110+02:00;0
;"{t_measurement"": 1717236898.1130214, ""t_report"": 1717236888.1130226, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 2}""";mytopic;0;534;2024-06-01T12:14:58.113+02:00;0
;"{t_measurement"": 1717236908.1257105, ""t_report"": 1717236898.125712, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 62}""";mytopic;0;535;2024-06-01T12:15:08.125+02:00;0
;"{t_measurement"": 1717236908.1291683, ""t_report"": 1717236898.129169, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 1}""";mytopic;0;536;2024-06-01T12:15:08.129+02:00;0
;"{t_measurement"": 1717236918.1411977, ""t_report"": 1717236908.1411986, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 61}""";mytopic;0;537;2024-06-01T12:15:18.141+02:00;0
;"{t_measurement"": 1717236918.1447105, ""t_report"": 1717236908.1447113, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 20}""";mytopic;0;538;2024-06-01T12:15:18.144+02:00;0
;"{t_measurement"": 1717236918.1464179, ""t_report"": 1717236908.1464183, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 84}""";mytopic;0;539;2024-06-01T12:15:18.146+02:00;0
;"{t_measurement"": 1717236918.1482322, ""t_report"": 1717236908.1482327, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 2}""";mytopic;0;540;2024-06-01T12:15:18.148+02:00;0
;"{t_measurement"": 1717236928.1609151, ""t_report"": 1717236918.1609168, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 57}""";mytopic;0;541;2024-06-01T12:15:28.161+02:00;0
;"{t_measurement"": 1717236928.1641116, ""t_report"": 1717236918.1641119, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 7}""";mytopic;0;542;2024-06-01T12:15:28.164+02:00;0
;"{t_measurement"": 1717236938.1748135, ""t_report"": 1717236928.1748145, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 89}""";mytopic;0;543;2024-06-01T12:15:38.174+02:00;0
;"{t_measurement"": 1717236938.1773806, ""t_report"": 1717236928.177381, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 9}""";mytopic;0;544;2024-06-01T12:15:38.177+02:00;0
;"{t_measurement"": 1717236948.1890523, ""t_report"": 1717236938.1890538, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 57}""";mytopic;0;545;2024-06-01T12:15:48.189+02:00;0
;"{t_measurement"": 1717236948.193356, ""t_report"": 1717236938.1933565, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 19}""";mytopic;0;546;2024-06-01T12:15:48.193+02:00;0
;"{t_measurement"": 1717236948.1953523, ""t_report"": 1717236938.1953537, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 82}""";mytopic;0;547;2024-06-01T12:15:48.195+02:00;0
;"{t_measurement"": 1717236948.1971369, ""t_report"": 1717236938.197137, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 7}""";mytopic;0;548;2024-06-01T12:15:48.197+02:00;0
;"{t_measurement"": 1717236958.2006423, ""t_report"": 1717236948.200643, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 6}""";mytopic;0;549;2024-06-01T12:15:58.200+02:00;0
;"{t_measurement"": 1717236968.2142932, ""t_report"": 1717236958.2142942, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;550;2024-06-01T12:16:08.214+02:00;0
;"{t_measurement"": 1717236968.217575, ""t_report"": 1717236958.2175758, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 1}""";mytopic;0;551;2024-06-01T12:16:08.217+02:00;0
;"{t_measurement"": 1717236978.2295492, ""t_report"": 1717236968.22955, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 65}""";mytopic;0;552;2024-06-01T12:16:18.229+02:00;0
;"{t_measurement"": 1717236978.2330291, ""t_report"": 1717236968.2330296, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;553;2024-06-01T12:16:18.233+02:00;0
;"{t_measurement"": 1717236988.244976, ""t_report"": 1717236978.2449768, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 62}""";mytopic;0;554;2024-06-01T12:16:28.245+02:00;0
;"{t_measurement"": 1717236988.2473743, ""t_report"": 1717236978.247375, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 5}""";mytopic;0;555;2024-06-01T12:16:28.247+02:00;0
;"{t_measurement"": 1717236998.2590306, ""t_report"": 1717236988.259032, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 50}""";mytopic;0;556;2024-06-01T12:16:38.259+02:00;0
;"{t_measurement"": 1717236998.2626133, ""t_report"": 1717236988.2626138, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 14}""";mytopic;0;557;2024-06-01T12:16:38.262+02:00;0
;"{t_measurement"": 1717237008.2699428, ""t_report"": 1717236998.2699466, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;558;2024-06-01T12:16:48.270+02:00;0
;"{t_measurement"": 1717237018.2844288, ""t_report"": 1717237008.2844303, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 60}""";mytopic;0;559;2024-06-01T12:16:58.284+02:00;0
;"{t_measurement"": 1717237018.288834, ""t_report"": 1717237008.288835, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 18}""";mytopic;0;560;2024-06-01T12:16:58.288+02:00;0
;"{t_measurement"": 1717237018.2905085, ""t_report"": 1717237008.2905087, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 2}""";mytopic;0;561;2024-06-01T12:16:58.290+02:00;0
;"{t_measurement"": 1717237028.302147, ""t_report"": 1717237018.302148, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 51}""";mytopic;0;562;2024-06-01T12:17:08.302+02:00;0
;"{t_measurement"": 1717237028.306029, ""t_report"": 1717237018.3060296, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 16}""";mytopic;0;563;2024-06-01T12:17:08.306+02:00;0
;"{t_measurement"": 1717237028.3076007, ""t_report"": 1717237018.307601, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 4}""";mytopic;0;564;2024-06-01T12:17:08.307+02:00;0
;"{t_measurement"": 1717237038.3102405, ""t_report"": 1717237028.3102417, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 14}""";mytopic;0;565;2024-06-01T12:17:18.310+02:00;0
;"{t_measurement"": 1717237038.3133638, ""t_report"": 1717237028.3133645, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 87}""";mytopic;0;566;2024-06-01T12:17:18.313+02:00;0
;"{t_measurement"": 1717237048.324716, ""t_report"": 1717237038.3247175, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 53}""";mytopic;0;567;2024-06-01T12:17:28.324+02:00;0
;"{t_measurement"": 1717237048.3273268, ""t_report"": 1717237038.3273277, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 12}""";mytopic;0;568;2024-06-01T12:17:28.327+02:00;0
;"{t_measurement"": 1717237058.3401031, ""t_report"": 1717237048.3401048, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 68}""";mytopic;0;569;2024-06-01T12:17:38.340+02:00;0
;"{t_measurement"": 1717237058.3438208, ""t_report"": 1717237048.3438213, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 11}""";mytopic;0;570;2024-06-01T12:17:38.343+02:00;0
;"{t_measurement"": 1717237058.3456664, ""t_report"": 1717237048.3456666, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 7}""";mytopic;0;571;2024-06-01T12:17:38.345+02:00;0
;"{t_measurement"": 1717237068.357175, ""t_report"": 1717237058.3571763, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 53}""";mytopic;0;572;2024-06-01T12:17:48.357+02:00;0
;"{t_measurement"": 1717237068.3604898, ""t_report"": 1717237058.3604903, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 17}""";mytopic;0;573;2024-06-01T12:17:48.360+02:00;0
;"{t_measurement"": 1717237068.3619192, ""t_report"": 1717237058.3619194, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 82}""";mytopic;0;574;2024-06-01T12:17:48.361+02:00;0
;"{t_measurement"": 1717237078.373811, ""t_report"": 1717237068.3738122, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 57}""";mytopic;0;575;2024-06-01T12:17:58.373+02:00;0
;"{t_measurement"": 1717237088.3802023, ""t_report"": 1717237078.3802035, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 63}""";mytopic;0;576;2024-06-01T12:18:08.380+02:00;0
;"{t_measurement"": 1717237088.3833685, ""t_report"": 1717237078.3833692, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 84}""";mytopic;0;577;2024-06-01T12:18:08.383+02:00;0
;"{t_measurement"": 1717237098.390312, ""t_report"": 1717237088.3903134, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 15}""";mytopic;0;578;2024-06-01T12:18:18.390+02:00;0
;"{t_measurement"": 1717237098.393991, ""t_report"": 1717237088.393992, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 90}""";mytopic;0;579;2024-06-01T12:18:18.394+02:00;0
;"{t_measurement"": 1717237108.4058645, ""t_report"": 1717237098.4058654, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 82}""";mytopic;0;580;2024-06-01T12:18:28.405+02:00;0
;"{t_measurement"": 1717237108.409086, ""t_report"": 1717237098.4090867, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 10}""";mytopic;0;581;2024-06-01T12:18:28.409+02:00;0
;"{t_measurement"": 1717237118.4208407, ""t_report"": 1717237108.420842, ""device_id"": ""device1"", ""signal_name"": ""energy export"", ""value"": 57}""";mytopic;0;582;2024-06-01T12:18:38.420+02:00;0
;"{t_measurement"": 1717237118.4257033, ""t_report"": 1717237108.425704, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 11}""";mytopic;0;583;2024-06-01T12:18:38.425+02:00;0
;"{t_measurement"": 1717237118.4282107, ""t_report"": 1717237108.428211, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 4}""";mytopic;0;584;2024-06-01T12:18:38.428+02:00;0
;"{t_measurement"": 1717237128.4405985, ""t_report"": 1717237118.4405994, ""device_id"": ""device1"", ""signal_name"": ""energy import"", ""value"": 19}""";mytopic;0;585;2024-06-01T12:18:48.440+02:00;0
;"{t_measurement"": 1717237128.4431965, ""t_report"": 1717237118.4431973, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 84}""";mytopic;0;586;2024-06-01T12:18:48.443+02:00;0
;"{t_measurement"": 1717237128.444512, ""t_report"": 1717237118.4445124, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 0}""";mytopic;0;587;2024-06-01T12:18:48.444+02:00;0
;"{t_measurement"": 1717237138.4557524, ""t_report"": 1717237128.4557533, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 81}""";mytopic;0;588;2024-06-01T12:18:58.455+02:00;0
;"{t_measurement"": 1717237138.4583876, ""t_report"": 1717237128.4583883, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 1}""";mytopic;0;589;2024-06-01T12:18:58.458+02:00;0
;"{t_measurement"": 1717237148.4701688, ""t_report"": 1717237138.4701703, ""device_id"": ""device2"", ""signal_name"": ""energy export"", ""value"": 89}""";mytopic;0;590;2024-06-01T12:19:08.470+02:00;0
;"{t_measurement"": 1717237148.4748352, ""t_report"": 1717237138.474836, ""device_id"": ""device2"", ""signal_name"": ""energy import"", ""value"": 5}""";mytopic;0;591;2024-06-01T12:19:08.474+02:00;0
